,Description,Score,sentiment
424,"Kimihiro Watanuki can see spirits and other assorted supernatural creatures; which is quite a bothersome ability he strongly dislikes. On the way home one day; while plagued by some spirits; he is inexplicably compelled to enter a strange house. There; he encounters Yuuko; a mysterious woman who claims to be able to rid him of the ability to see and attract the troublesome creatures—for a price. She demands that he work at her ""store"" that grants wishes to people; and thus begins Watanuki's adventures through weird and wonderful events.

 ",8.08,1.0
423,"Two years have passed since the CCG's raid on Anteiku. Although the atmosphere in Tokyo has changed drastically due to the increased influence of the CCG; ghouls continue to pose a problem as they have begun taking caution; especially the terrorist organization Aogiri Tree; who acknowledge the CCG's growing threat to their existence.

The creation of a special team; known as the Quinx Squad; may provide the CCG with the push they need to exterminate Tokyo's unwanted residents. As humans who have undergone surgery in order to make use of the special abilities of ghouls; they participate in operations to eradicate the dangerous creatures. The leader of this group; Haise Sasaki; is a half-ghoul; half-human who has been trained by famed special class investigator; Kishou Arima. However; there's more to this young man than meets the eye; as unknown memories claw at his mind; slowly reminding him of the person he used to be.

 ",8.08,1.0
422,"Widely regarded as a trailblazer and top-tier professional player in the online multiplayer game Glory; Ye Xiu is dubbed the ""Battle God"" for his skills and contributions to the game over the years. However; when forced to retire from the team and to leave his gaming career behind; he finds work at a nearby internet café. There; when Glory launches its tenth server; he throws himself into the game once more using a new character named ""Lord Grim.""

Ye Xiu's early achievements on the new server immediately catch the attention of many players; as well as the big guilds; leaving them to wonder about the identity of this exceptional player. However; while he possesses ten years of experience and in-depth knowledge; starting afresh with neither sponsors nor a team in a game that has changed over the years presents numerous challenges. Along with talented new comrades; Ye Xiu once again dedicates himself to traversing the path to Glory's summit!

 ",8.08,1.0
421,"A Tyrannosaurus called Heart was raised by a herbivorous dinosaur. As he grew up; he was scared by other dinosaurs. One day; Heart meets a baby Ankylosaurus and he names the baby ""Umasou (looks delicious)"". Umasou started to be attached to Heart and a strange family love develops between the two.",8.08,1.0
420,"Now that Koyomi Araragi and Hitagi Senjougahara have graduated; very few familiar faces remain at Naoetsu Private High School; one of them being Kanbaru Suruga; holder of the Monkey's Paw. When she begins to hear talk of a mysterious being known as the ""Devil;"" who will magically solve any problem; she immediately thinks these rumors are about her and decides to investigate.

She discovers the Devil is actually Rouka Numachi; a former rival from junior high who is providing free advice to those who seek her out now that she is no longer able to play basketball due to a leg injury. Acting as a collector of misfortune; she enjoys relieving the stress of her clients by providing them with the false hope of having their problems solved. Although Kanbaru sees no real harm being done; she reprimands Rouka for lying and heads home; relieved she is not the cause of the rumors. But when she finds that her left hand has reverted back to its human form; she may have a reason to worry after all...

 ",8.08,1.0
419,Rai is a space opera that fuses feudal Chinese and Japanese customs with vast galaxy spanning empires and space-going societies. The story follows the life and times of the samurai Rai; and the quest of several spacefaring factions for control of territory and; of course; the Empire.,8.08,1.0
412,"In the mystical land of Fiore; magic exists as an essential part of everyday life. Countless magic guilds lie at the core of all magical activity; and serve as venues for like-minded mages to band together and take on job requests. Among them; Fairy Tail stands out from the rest as a place of strength; spirit; and family.

Lucy Heartfilia is a young mage searching for celestial gate keys; and her dream is to become a full-fledged wizard by joining this famous guild. In her search; she runs into Natsu Dragneel and his partner Happy; who are on a quest to find Natsu's foster father; the dragon Igneel.

Upon being tricked by a man; Lucy falls under an abduction attempt; only to be saved by Natsu. To her shock; he reveals that he is a member of Fairy Tail and invites her to join them. There; Lucy meets the guild's strange members; such as the ice wizard Gray Fullbuster and magic swordswoman Erza Scarlet. Together as a family; they battle the forces of evil; help those in need; and gain new friends; all the while enjoying the never-ending adventure that is Fairy Tail.

 ",8.09,1.0
410,"New Aria work produced for the ""Ao no Curtain Call"" project to celebrate the 10th anniversary of the broadcast of the first Aria TV series.",8.09,1.0
411,The story of Aria company before the arrival of Akari.,8.09,1.0
413,"AC: Complete contains a considerable amount of new footage that the original version lacks; as well as roughly a thousand revised scenes. This adds a total of 26 minutes to the film.

Some of the new scenes include a more in-depth look at the Geostigma; Denzel and Kadaj's origins; as well as an extended fight between Cloud and Sephiroth.

The Japanese release of this edition features a new ending track from Kyosuke Himuro called ""Safe and Sound""; with additional lyrics from My Chemical Romance frontman Gerard Way. The track replaces Himuro's previous track ""Calling"" from the original cut of the film. However; in the North American release; the song ""Calling"" remains; and ""Safe and Sound"" is absent. 

 ",8.09,1.0
